Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Total_EMI_per_month,Credit_History_Age_Months,Credit_Score_Encoded,Credit_Mix_Encoded,Total_Num_Accounts,Debt_Per_Account,Debt_to_Income_Ratio,Delayed_Payments_Per_Account
47958.76,6,4,7,3,30,10,9.3,3,180.73,93.0774299132879,336,1,3,10,18.073,0.00376844605657027,1
47958.76,6,4,7,3,30,9,9.3,3,180.73,93.0774299132879,0,1,3,10,18.073,0.00376844605657027,0.9
35417.25,3,5,7,0,12,14,15.96,5,701.43,0,217,2,2,8,87.67875,0.0198047561569574,1.75
35417.25,3,5,7,0,12,14,13.96,5,701.43,0,218,2,2,8,87.67875,0.0198047561569574,1.75
35417.25,3,5,7,0,12,17,13.96,5,701.43,0,219,2,2,8,87.67875,0.0198047561569574,2.125
35417.25,3,5,7,0,12,14,13.96,5,701.43,0,220,2,2,8,87.67875,0.0198047561569574,1.75
35417.25,3,5,7,0,12,17,0,5,701.43,0,222,2,2,8,87.67875,0.0198047561569574,2.125
35417.25,3,5,7,0,12,16,13.96,5,701.43,0,223,2,2,8,87.67875,0.0198047561569574,2
67951.65,8,3,14,2,9,8,11.56,0,1022.67,68.4042151024701,315,2,2,11,92.97,0.0150499656741227,0.727272727272727
67951.65,8,3,14,2,9,8,11.56,0,1022.67,68.4042151024701,316,2,2,11,92.97,0.0150499656741227,0.727272727272727
67951.65,8,3,14,2,11,8,11.56,0,1022.67,68.4042151024701,317,2,2,11,92.97,0.0150499656741227,0.727272727272727
67951.65,8,3,14,2,9,7,13.56,5,1022.67,68.4042151024701,320,1,2,11,92.97,0.0150499656741227,0.636363636363636
67951.65,8,3,14,2,9,8,11.56,5,1022.67,68.4042151024701,321,1,2,11,92.97,0.0150499656741227,0.727272727272727
22931.66,3,6,5,0,27,14,4.87,2,834.51,0,334,2,2,9,92.7233333333333,0.0363911727280101,1.55555555555556
22931.66,3,6,5,0,27,14,1.87,2,834.51,0,335,2,2,9,92.7233333333333,0.0363911727280101,1.55555555555556
22931.66,3,6,5,0,27,11,4.87,2,834.51,0,336,2,2,9,92.7233333333333,0.0363911727280101,1.22222222222222
22931.66,3,6,5,0,27,14,4.87,2,834.51,0,337,2,2,9,92.7233333333333,0.0363911727280101,1.55555555555556
22931.66,3,6,5,0,27,14,5.87,6,834.51,0,338,2,2,9,92.7233333333333,0.0363911727280101,1.55555555555556
22931.66,3,6,5,0,27,16,4.87,6,834.51,0,340,2,2,9,92.7233333333333,0.0363911727280101,1.77777777777778
22931.66,3,6,5,0,32,12,4.87,6,834.51,0,341,2,2,9,92.7233333333333,0.0363911727280101,1.33333333333333
88620.14,1,5,10,4,15,2,3.34,0,82.36,167.797639675783,309,2,3,6,13.7266666666667,0.000929359849803893,0.333333333333333
18205.45,2,5,7,1,5,9,1.78,7,1042.25,12.4720303065349,332,3,3,7,148.892857142857,0.0572493401701139,1.28571428571429
18205.45,2,5,7,1,5,9,1.78,7,1042.25,12.4720303065349,333,3,3,7,148.892857142857,0.0572493401701139,1.28571428571429
18205.45,2,5,7,1,4,7,1.78,7,1042.25,12.4720303065349,334,3,3,7,148.892857142857,0.0572493401701139,1
18205.45,2,5,7,1,1,12,7.78,7,1042.25,12.4720303065349,0,3,3,7,148.892857142857,0.0572493401701139,1.71428571428571
12025.045,5,4,17,4,22,12,11.89,4,843.67,27.7759053568536,251,2,2,9,93.7411111111111,0.0701594048088801,1.33333333333333
12025.045,5,4,17,4,17,14,12.89,4,843.67,27.7759053568536,252,2,2,9,93.7411111111111,0.0701594048088801,1.55555555555556
12025.045,5,4,17,4,17,16,7.89,4,843.67,27.7759053568536,253,2,2,9,93.7411111111111,0.0701594048088801,1.77777777777778
12025.045,5,4,17,4,17,14,12.89,4,843.67,27.7759053568536,254,2,2,9,93.7411111111111,0.0701594048088801,1.55555555555556
12025.045,5,4,17,4,17,13,12.89,9,843.67,27.7759053568536,257,2,2,9,93.7411111111111,0.0701594048088801,1.44444444444444
12025.045,5,4,17,4,17,14,12.89,9,843.67,27.7759053568536,258,2,2,9,93.7411111111111,0.0701594048088801,1.55555555555556
89666.88,6,6,12,4,21,20,9.52,3,1155.94,174.861696048935,314,2,2,12,96.3283333333333,0.0128914934923575,1.66666666666667
89666.88,6,6,12,4,21,20,9.52,3,1155.94,174.861696048935,315,2,2,12,96.3283333333333,0.0128914934923575,1.66666666666667
89666.88,6,6,12,4,25,19,9.52,3,1155.94,174.861696048935,316,2,2,12,96.3283333333333,0.0128914934923575,1.58333333333333
89666.88,6,6,12,4,21,20,9.52,3,1155.94,174.861696048935,317,2,2,12,96.3283333333333,0.0128914934923575,1.66666666666667
89666.88,6,6,12,4,18,20,9.52,3,1155.94,174.861696048935,318,2,2,12,96.3283333333333,0.0128914934923575,1.66666666666667
89666.88,6,6,12,4,21,20,16.52,6,1155.94,174.861696048935,319,2,2,12,96.3283333333333,0.0128914934923575,1.66666666666667
16558.12,3,7,10,3,5,3,7.57,1,15.43,35.3875548533183,229,1,3,10,1.543,0.000931869076924192,0.3
16558.12,3,7,10,3,8,1,7.57,1,15.43,35.3875548533183,230,1,3,10,1.543,0.000931869076924192,0.1
16558.12,3,7,10,3,5,5,3.57,1,15.43,35.3875548533183,232,1,3,10,1.543,0.000931869076924192,0.5
16558.12,3,7,10,3,2,2,7.57,1,15.43,35.3875548533183,235,2,3,10,1.543,0.000931869076924192,0.2
16558.12,3,7,10,3,5,2,1.57,1,15.43,35.3875548533183,236,2,3,10,1.543,0.000931869076924192,0.2
17519.775,6,5,15,2,28,11,2,0,290.97,27.2948771549376,194,2,2,11,26.4518181818182,0.0166080900011558,1
17519.775,6,5,15,2,26,11,2,0,290.97,27.2948771549376,196,2,2,11,26.4518181818182,0.0166080900011558,1
17519.775,6,5,15,2,26,11,2,1,290.97,27.2948771549376,198,2,2,11,26.4518181818182,0.0166080900011558,1
40406.18,5,5,32,7,23,13,10.07,7,1309.82,127.415681438914,85,1,2,10,130.982,0.0324163283933299,1.3
40406.18,5,5,32,7,23,13,17.07,8,1309.82,127.415681438914,86,2,2,10,130.982,0.0324163283933299,1.3
40406.18,5,5,32,7,25,16,10.07,8,1309.82,127.415681438914,87,1,2,10,130.982,0.0324163283933299,1.6
40406.18,5,5,32,7,25,12,10.07,8,1309.82,127.415681438914,0,1,2,10,130.982,0.0324163283933299,1.2
40406.18,5,5,32,7,23,10,10.07,8,1309.82,127.415681438914,89,1,2,10,130.982,0.0324163283933299,1
40406.18,5,5,32,7,23,13,10.07,8,1309.82,127.415681438914,90,1,2,10,130.982,0.0324163283933299,1.3
40406.18,5,5,32,7,26,13,10.07,8,1309.82,127.415681438914,91,1,2,10,130.982,0.0324163283933299,1.3
40406.18,5,5,32,7,23,13,10.07,8,1309.82,127.415681438914,92,1,2,10,130.982,0.0324163283933299,1.3
22410.53,7,5,14,2,7,16,11.51,0,33.85,31.8394142994008,350,2,2,12,2.82083333333333,0.00151045066761027,1.33333333333333
22410.53,7,5,14,2,7,14,11.51,5,33.85,31.8394142994008,352,2,2,12,2.82083333333333,0.00151045066761027,1.16666666666667
22410.53,7,5,14,2,7,18,11.51,5,33.85,31.8394142994008,355,2,2,12,2.82083333333333,0.00151045066761027,1.5
22410.53,7,5,14,2,7,17,13.51,5,33.85,31.8394142994008,356,2,2,12,2.82083333333333,0.00151045066761027,1.41666666666667
105860.04,5,5,13,2,9,10,11.09,8,224.7,103.058566840844,203,2,2,10,22.47,0.00212261397218441,1
105860.04,5,5,13,2,6,10,11.09,8,224.7,103.058566840844,204,2,2,10,22.47,0.00212261397218441,1
105860.04,5,5,13,2,10,16,11.09,8,224.7,103.058566840844,206,2,2,10,22.47,0.00212261397218441,1.6
105860.04,5,5,13,2,9,10,11.09,8,224.7,103.058566840844,207,2,2,10,22.47,0.00212261397218441,1
105860.04,5,5,13,2,9,13,9.09,9,224.7,103.058566840844,209,2,2,10,22.47,0.00212261397218441,1.3
133949.36,5,5,8,0,0,2,2.38,1,1454.68,0,215,3,3,10,145.468,0.0108599249746322,0.2
133949.36,5,5,8,0,5,2,2.38,5,1454.68,0,220,3,3,10,145.468,0.0108599249746322,0.2
133949.36,5,5,8,0,0,0,2.38,5,1454.68,0,221,2,3,10,145.468,0.0108599249746322,0
27956.77,5,5,20,2,21,9,15.9,6,249.39,26.9887497741038,344,2,2,10,24.939,0.00892055841930237,0.9
27956.77,5,5,20,2,21,11,15.9,6,249.39,26.9887497741038,345,2,2,10,24.939,0.00892055841930237,1.1
27956.77,5,5,20,2,21,10,18.9,8,249.39,26.9887497741038,347,2,2,10,24.939,0.00892055841930237,1
27956.77,5,5,20,2,21,10,10.9,8,249.39,26.9887497741038,348,2,2,10,24.939,0.00892055841930237,1
27956.77,5,5,20,2,24,11,15.9,8,249.39,26.9887497741038,349,2,2,10,24.939,0.00892055841930237,1.1
27956.77,5,5,20,2,21,7,15.9,8,249.39,26.9887497741038,350,2,2,10,24.939,0.00892055841930237,0.7
35417.27,0,3,3,2,5,2,7.8,3,364.57,39.7703646344823,312,3,3,3,121.523333333333,0.0102935658225493,0.666666666666667
35417.27,0,3,3,2,5,5,7.8,3,364.57,39.7703646344823,313,2,3,3,121.523333333333,0.0102935658225493,1.66666666666667
35417.27,0,3,3,2,5,5,7.8,3,364.57,39.7703646344823,314,3,3,3,121.523333333333,0.0102935658225493,1.66666666666667
35417.27,0,3,3,2,5,5,7.8,3,364.57,39.7703646344823,0,2,3,3,121.523333333333,0.0102935658225493,1.66666666666667
35417.27,0,3,3,2,5,5,7.8,3,364.57,39.7703646344823,316,3,3,3,121.523333333333,0.0102935658225493,1.66666666666667
35417.27,0,3,3,2,5,3,7.8,3,364.57,39.7703646344823,318,2,3,3,121.523333333333,0.0102935658225493,1
69051.14,4,7,9,2,9,8,0,3,1396.03,107.167491743633,187,2,2,11,126.911818181818,0.0202173345726081,0.727272727272727
69051.14,4,7,9,2,9,8,10.2,3,1396.03,107.167491743633,190,2,2,11,126.911818181818,0.0202173345726081,0.727272727272727
69051.14,4,7,9,2,9,8,12.2,3,1396.03,107.167491743633,191,2,2,11,126.911818181818,0.0202173345726081,0.727272727272727
69051.14,4,7,9,2,9,8,13.2,8,1396.03,107.167491743633,192,2,2,11,126.911818181818,0.0202173345726081,0.727272727272727
69051.14,4,7,9,2,9,6,13.2,8,1396.03,107.167491743633,0,2,2,11,126.911818181818,0.0202173345726081,0.545454545454545
69051.14,4,7,9,2,12,8,13.2,8,1396.03,107.167491743633,194,2,2,11,126.911818181818,0.0202173345726081,0.727272727272727
111456.21,1,7,7,3,4,5,0,4,317.32,154.397390201656,0,3,3,8,39.665,0.00284703741496324,0.625
111456.21,1,7,7,3,4,5,4.91,4,317.32,154.397390201656,359,3,3,8,39.665,0.00284703741496324,0.625
111456.21,1,7,7,3,4,5,4.91,4,317.32,154.397390201656,362,3,3,8,39.665,0.00284703741496324,0.625
111456.21,1,7,7,3,4,5,4.91,4,317.32,154.397390201656,363,3,3,8,39.665,0.00284703741496324,0.625
111456.21,1,7,7,3,4,8,4.91,4,317.32,154.397390201656,364,3,3,8,39.665,0.00284703741496324,1
19795.89,3,3,12,1,24,14,14.71,2,582.75,10.1400825014594,320,2,2,6,97.125,0.0294379287821866,2.33333333333333
19795.89,3,3,12,1,24,14,14.71,2,582.75,159.609394924505,322,2,2,6,97.125,0.0294379287821866,2.33333333333333
19795.89,3,3,12,1,24,11,14.71,2,582.75,159.609394924505,326,3,2,6,97.125,0.0294379287821866,1.83333333333333
19795.89,3,3,12,1,27,13,14.71,2,582.75,159.609394924505,327,3,2,6,97.125,0.0294379287821866,2.16666666666667
15652.99,1,5,5,1,13,5,5.86,2,37.63,10.8224690059052,360,3,3,6,6.27166666666667,0.00240401354629371,0.833333333333333
15652.99,1,5,5,1,10,5,4.86,2,37.63,10.8224690059052,361,3,3,6,6.27166666666667,0.00240401354629371,0.833333333333333
15652.99,1,5,5,1,10,8,5.86,2,37.63,10.8224690059052,362,3,3,6,6.27166666666667,0.00240401354629371,1.33333333333333
15652.99,1,5,5,1,10,5,5.86,2,37.63,10.8224690059052,363,3,3,6,6.27166666666667,0.00240401354629371,0.833333333333333
15652.99,1,5,5,1,15,8,10.86,2,37.63,10.8224690059052,0,3,3,6,6.27166666666667,0.00240401354629371,1.33333333333333
15652.99,1,5,5,1,10,5,5.86,2,37.63,10.8224690059052,365,3,3,6,6.27166666666667,0.00240401354629371,0.833333333333333
13754.5,4,3,5,6,8,10,16.85,8,39.59,61.0123217864506,79,2,2,7,5.65571428571429,0.00287833072812534,1.42857142857143
13754.5,4,3,5,6,8,10,16.85,8,39.59,61.0123217864506,80,2,2,7,5.65571428571429,0.00287833072812534,1.42857142857143
13754.5,4,3,5,6,5,10,16.85,8,39.59,61.0123217864506,81,2,2,7,5.65571428571429,0.00287833072812534,1.42857142857143
13754.5,4,3,5,6,4,10,16.85,8,39.59,61.0123217864506,83,3,2,7,5.65571428571429,0.00287833072812534,1.42857142857143
116809,3,1,3,3,3,5,6.73,3,1312.44,191.675705460367,221,3,3,4,328.11,0.0112357780650464,1.25
116809,3,1,3,3,2,8,6.73,3,1312.44,191.675705460367,223,3,3,4,328.11,0.0112357780650464,2
116809,3,1,3,3,3,6,6.73,3,1312.44,191.675705460367,225,3,3,4,328.11,0.0112357780650464,1.5
87027.66,1,6,5,3,29,6,10.96,1,884.63,139.934282615572,206,1,3,7,126.375714285714,0.0101649291730928,0.857142857142857
87027.66,1,6,5,3,30,8,10.96,1,884.63,139.934282615572,207,2,3,7,126.375714285714,0.0101649291730928,1.14285714285714
87027.66,1,6,5,3,28,6,12.96,1,884.63,139.934282615572,208,2,3,7,126.375714285714,0.0101649291730928,0.857142857142857
87027.66,1,6,5,3,27,8,10.96,2,884.63,139.934282615572,211,1,3,7,126.375714285714,0.0101649291730928,1.14285714285714
87027.66,1,6,5,3,30,8,5.96,2,884.63,139.934282615572,213,1,3,7,126.375714285714,0.0101649291730928,1.14285714285714
9592.415,3,4,9,3,27,19,1.96,4,754.55,12.3756767679249,290,2,3,7,107.792857142857,0.0786611088031533,2.71428571428571
9592.415,3,4,9,3,27,19,1.96,4,754.55,12.3756767679249,0,1,3,7,107.792857142857,0.0786611088031533,2.71428571428571
9592.415,3,4,9,3,27,19,1.96,4,754.55,12.3756767679249,294,1,3,7,107.792857142857,0.0786611088031533,2.71428571428571
9592.415,3,4,9,3,27,19,0,4,754.55,74.7027135616658,296,2,3,7,107.792857142857,0.0786611088031533,2.71428571428571
62636.07,5,6,19,3,33,12,17.52,3,1050.84,98.0298729212356,334,2,2,11,95.5309090909091,0.0167769146435911,1.09090909090909
62636.07,5,6,19,3,28,15,0,3,1050.84,98.0298729212356,336,2,2,11,95.5309090909091,0.0167769146435911,1.36363636363636
62636.07,5,6,19,3,28,15,17.52,3,1050.84,98.0298729212356,337,2,2,11,95.5309090909091,0.0167769146435911,1.36363636363636
62636.07,5,6,19,3,28,15,17.52,3,1050.84,98.0298729212356,338,2,2,11,95.5309090909091,0.0167769146435911,1.36363636363636
62636.07,5,6,19,3,30,15,17.52,3,1050.84,98.0298729212356,339,2,2,11,95.5309090909091,0.0167769146435911,1.36363636363636
62636.07,5,6,19,3,28,15,17.52,3,1050.84,98.0298729212356,340,2,2,11,95.5309090909091,0.0167769146435911,1.36363636363636
58995.8,6,6,18,1,21,17,9.13,2,974.73,41.6458263505381,397,2,2,12,81.2275,0.0165220236016801,1.41666666666667
58995.8,6,6,18,1,21,19,9.13,2,974.73,41.6458263505381,400,2,2,12,81.2275,0.0165220236016801,1.58333333333333
65430,4,6,18,6,16,13,17.52,9,1380.18,196.799270725274,154,2,2,10,138.018,0.0210939935809262,1.3
65430,4,6,18,6,19,15,17.52,12,1380.18,196.799270725274,155,1,2,10,138.018,0.0210939935809262,1.5
65430,4,6,18,6,16,15,17.52,12,1380.18,196.799270725274,157,1,2,10,138.018,0.0210939935809262,1.5
65430,4,6,18,6,16,15,17.52,12,1380.18,196.799270725274,159,1,2,10,138.018,0.0210939935809262,1.5
29789.87,2,3,4,0,11,10,5.12,0,777.23,0,291,2,3,5,155.446,0.0260904126134152,2
29789.87,2,3,4,0,12,8,0.12,0,777.23,0,292,2,3,5,155.446,0.0260904126134152,1.6
29789.87,2,3,4,0,13,8,9.12,0,777.23,0,293,2,3,5,155.446,0.0260904126134152,1.6
29789.87,2,3,4,0,12,8,5.12,0,777.23,0,294,2,3,5,155.446,0.0260904126134152,1.6
16523.745,1,4,1,4,8,6,10.06,4,455.49,52.216169090547,0,3,3,5,91.098,0.0275657848750389,1.2
16523.745,1,4,1,4,10,8,10.06,4,455.49,52.216169090547,306,3,3,5,91.098,0.0275657848750389,1.6
16523.745,1,4,1,4,4,9,10.06,4,455.49,52.216169090547,307,3,3,5,91.098,0.0275657848750389,1.8
16523.745,1,4,1,4,8,5,10.06,4,455.49,52.216169090547,309,3,3,5,91.098,0.0275657848750389,1
16523.745,1,4,1,4,9,8,10.06,4,455.49,52.216169090547,310,3,3,5,91.098,0.0275657848750389,1.6
16523.745,1,4,1,4,8,8,10.06,4,455.49,52.216169090547,311,2,3,5,91.098,0.0275657848750389,1.6
30979.28,5,3,22,7,17,16,9.75,5,1317.34,177.373033321395,171,1,2,8,164.6675,0.0425232607084477,2
30979.28,5,3,22,7,13,16,9.75,5,1317.34,177.373033321395,172,1,2,8,164.6675,0.0425232607084477,2
30979.28,5,3,22,7,14,16,9.75,5,1317.34,177.373033321395,173,1,2,8,164.6675,0.0425232607084477,2
30979.28,5,3,22,7,18,16,9.75,5,1317.34,177.373033321395,176,1,2,8,164.6675,0.0425232607084477,2
105556.38,5,5,10,0,24,9,15.89,4,770.97,0,203,2,2,10,77.097,0.00730386926872634,0.9
105556.38,5,5,10,0,24,9,15.89,4,770.97,0,204,2,2,10,77.097,0.00730386926872634,0.9
105556.38,5,5,10,0,24,9,15.89,4,770.97,0,206,2,2,10,77.097,0.00730386926872634,0.9
105556.38,5,5,10,0,24,9,15.89,4,770.97,0,0,2,2,10,77.097,0.00730386926872634,0.9
105556.38,5,5,10,0,24,9,0,4,770.97,0,208,2,2,10,77.097,0.00730386926872634,0.9
41983.29,2,3,4,3,22,7,10.45,2,1058.68,100.022885084087,297,1,3,5,211.736,0.0252166993106067,1.4
41983.29,2,3,4,3,25,8,10.45,7,1058.68,100.022885084087,302,1,3,5,211.736,0.0252166993106067,1.6
41983.29,2,3,4,3,21,8,10.45,7,1058.68,100.022885084087,303,1,3,5,211.736,0.0252166993106067,1.6
21313.765,0,3,2,4,11,8,5.96,1,730.84,69.3921469949147,281,2,3,3,243.613333333333,0.0342895776508749,2.66666666666667
21313.765,0,3,2,4,7,6,10.96,1,730.84,69.3921469949147,282,3,3,3,243.613333333333,0.0342895776508749,2
21313.765,0,3,2,4,11,9,10.96,1,730.84,69.3921469949147,284,3,3,3,243.613333333333,0.0342895776508749,3
21313.765,0,3,2,4,9,8,10.96,1,730.84,69.3921469949147,285,3,3,3,243.613333333333,0.0342895776508749,2.66666666666667
21313.765,0,3,2,4,11,8,10.96,1,730.84,69.3921469949147,286,3,3,3,243.613333333333,0.0342895776508749,2.66666666666667
21313.765,0,3,2,4,11,8,10.96,1,730.84,69.3921469949147,287,2,3,3,243.613333333333,0.0342895776508749,2.66666666666667
73376.94,5,5,10,3,5,0,7.51,3,493.15,178.470964532935,269,1,3,10,49.315,0.00672077630928736,0
73376.94,5,5,10,3,5,0,14.51,3,493.15,178.470964532935,270,1,3,10,49.315,0.00672077630928736,0
73376.94,5,5,10,3,5,0,14.51,6,493.15,178.470964532935,271,1,3,10,49.315,0.00672077630928736,0
73376.94,5,5,10,3,5,2,0,6,493.15,178.470964532935,272,1,3,10,49.315,0.00672077630928736,0.2
20226.28,8,6,14,2,23,9,10.79,8,767.58,26.831343554528,104,2,2,14,54.8271428571429,0.037949637797954,0.642857142857143
20226.28,8,6,14,2,28,9,10.79,8,767.58,26.831343554528,105,2,2,14,54.8271428571429,0.037949637797954,0.642857142857143
20226.28,8,6,14,2,28,9,10.79,8,767.58,26.831343554528,0,2,2,14,54.8271428571429,0.037949637797954,0.642857142857143
20226.28,8,6,14,2,28,8,10.79,8,767.58,26.831343554528,108,2,2,14,54.8271428571429,0.037949637797954,0.571428571428571
39992.36,6,3,16,7,8,11,17.06,11,701.68,154.525211127665,116,2,2,9,77.9644444444444,0.017545351162072,1.22222222222222
39992.36,6,3,16,7,8,10,17.06,11,701.68,154.525211127665,118,2,2,9,77.9644444444444,0.017545351162072,1.11111111111111
39992.36,6,3,16,7,11,11,17.06,11,701.68,154.525211127665,119,2,2,9,77.9644444444444,0.017545351162072,1.22222222222222
36779.34,6,5,20,3,21,16,11.35,8,1215.19,47.4747741307729,117,2,2,11,110.471818181818,0.0330400164875172,1.45454545454545
36779.34,6,5,20,3,21,16,5.35,8,1215.19,47.4747741307729,120,2,2,11,110.471818181818,0.0330400164875172,1.45454545454545
36779.34,6,5,20,3,17,16,8.35,12,1215.19,47.4747741307729,123,2,2,11,110.471818181818,0.0330400164875172,1.45454545454545
90411.9,7,3,16,1,20,12,3.97,2,472.21,72.1790917765703,357,2,2,10,47.221,0.00522287442250412,1.2
90411.9,7,3,16,1,20,11,3.97,5,472.21,72.1790917765703,358,2,2,10,47.221,0.00522287442250412,1.1
90411.9,7,3,16,1,22,11,3.97,5,472.21,72.1790917765703,0,2,2,10,47.221,0.00522287442250412,1.1
90411.9,7,3,16,1,20,11,3.97,5,472.21,72.1790917765703,360,2,2,10,47.221,0.00522287442250412,1.1
77480.73,4,6,4,2,5,20,9.28,3,1311.24,127.185566959356,344,2,3,10,131.124,0.0169234337363626,2
77480.73,4,6,4,2,5,20,9.28,8,1311.24,127.185566959356,346,3,3,10,131.124,0.0169234337363626,2
77480.73,4,6,4,2,5,20,9.28,8,1311.24,127.185566959356,0,3,3,10,131.124,0.0169234337363626,2
77480.73,4,6,4,2,10,17,8.28,8,1311.24,127.185566959356,349,3,3,10,131.124,0.0169234337363626,1.7
77480.73,4,6,4,2,0,20,9.28,8,1311.24,127.185566959356,350,3,3,10,131.124,0.0169234337363626,2
91570.71,3,7,20,3,25,11,8,6,448.59,126.95170200804,141,2,2,10,44.859,0.00489883719368344,1.1
91570.71,3,7,20,3,25,10,8,6,448.59,126.95170200804,143,2,2,10,44.859,0.00489883719368344,1
91570.71,3,7,20,3,25,13,8,6,448.59,126.95170200804,144,2,2,10,44.859,0.00489883719368344,1.3
91570.71,3,7,20,3,25,10,2,6,448.59,126.95170200804,145,2,2,10,44.859,0.00489883719368344,1
91570.71,3,7,20,3,25,10,8,6,448.59,126.95170200804,146,2,2,10,44.859,0.00489883719368344,1
91570.71,3,7,20,3,25,10,8,6,448.59,126.95170200804,147,2,2,10,44.859,0.00489883719368344,1
44120.8,2,3,12,3,4,0,6.46,0,15.47,87.4072909119437,329,3,3,5,3.094,0.000350628275099273,0
44120.8,2,3,12,3,4,0,2.46,2,15.47,87.4072909119437,330,3,3,5,3.094,0.000350628275099273,0
44120.8,2,3,12,3,4,0,2.46,2,15.47,87.4072909119437,332,2,3,5,3.094,0.000350628275099273,0
71695.68,3,6,19,2,5,8,13.57,1,529.91,94.6334265047591,287,2,2,9,58.8788888888889,0.00739110083062187,0.888888888888889
71695.68,3,6,19,2,5,8,13.57,1,529.91,94.6334265047591,288,2,2,9,58.8788888888889,0.00739110083062187,0.888888888888889
71695.68,3,6,19,2,5,10,13.57,1,529.91,94.6334265047591,289,2,2,9,58.8788888888889,0.00739110083062187,1.11111111111111
71695.68,3,6,19,2,5,8,13.57,1,529.91,94.6334265047591,290,2,2,9,58.8788888888889,0.00739110083062187,0.888888888888889
71695.68,3,6,19,2,5,9,7.57,1,529.91,94.6334265047591,291,2,2,9,58.8788888888889,0.00739110083062187,1
71695.68,3,6,19,2,1,10,13.57,1,529.91,94.6334265047591,292,2,2,9,58.8788888888889,0.00739110083062187,1.11111111111111
66681.8,2,1,11,0,4,12,3.55,2,679.2,0,304,3,3,3,226.4,0.0101856878488583,4
66681.8,2,1,11,0,4,10,3.55,2,679.2,0,306,3,3,3,226.4,0.0101856878488583,3.33333333333333
66681.8,2,1,11,0,4,12,9.55,2,679.2,0,310,2,3,3,226.4,0.0101856878488583,4
66681.8,2,1,11,0,4,12,3.55,2,679.2,0,311,2,3,3,226.4,0.0101856878488583,4
29198.56,7,5,18,4,25,24,9.61,7,1393.85,58.4664618942788,239,1,,12,116.154166666667,0.047736943191719,2
29198.56,7,5,18,4,28,24,9.61,11,1393.85,58.4664618942788,242,1,,12,116.154166666667,0.047736943191719,2
29198.56,7,5,18,4,25,24,9.61,11,1393.85,58.4664618942788,243,1,,12,116.154166666667,0.047736943191719,2
87636.03,4,1,4,2,3,5,3.38,1,202.96,81.8358168377866,358,3,3,5,40.592,0.00231594242687625,1
87636.03,4,1,4,2,3,5,3.38,1,202.96,81.8358168377866,0,3,3,5,40.592,0.00231594242687625,1
87636.03,4,1,4,2,3,5,3.38,1,202.96,81.8358168377866,362,3,3,5,40.592,0.00231594242687625,1
17461.98,6,5,21,2,59,16,14.77,10,1405.7,28.0948490635524,220,1,2,11,127.790909090909,0.0805006076057813,1.45454545454545
17461.98,6,5,21,2,59,18,14.77,11,1405.7,28.0948490635524,223,1,2,11,127.790909090909,0.0805006076057813,1.63636363636364
35844.66,7,6,17,4,23,9,12.07,1,62.16,101.172327085379,0,2,2,13,4.78153846153846,0.00173414952185346,0.692307692307692
35844.66,7,6,17,4,19,9,12.07,1,62.16,101.172327085379,213,2,2,13,4.78153846153846,0.00173414952185346,0.692307692307692
35844.66,7,6,17,4,26,9,12.07,1,62.16,101.172327085379,215,2,2,13,4.78153846153846,0.00173414952185346,0.692307692307692
21414.43,5,2,5,3,10,2,10.58,4,39.47,30.2142289690573,307,3,3,7,5.63857142857143,0.00184314968925159,0.285714285714286
21414.43,5,2,5,3,14,0,14.58,4,39.47,30.2142289690573,308,3,3,7,5.63857142857143,0.00184314968925159,0
21414.43,5,2,5,3,14,3,10.58,4,39.47,30.2142289690573,310,2,3,7,5.63857142857143,0.00184314968925159,0.428571428571429
21414.43,5,2,5,3,14,3,10.58,4,39.47,30.2142289690573,311,2,3,7,5.63857142857143,0.00184314968925159,0.428571428571429
21414.43,5,2,5,3,14,6,10.58,4,39.47,30.2142289690573,314,2,3,7,5.63857142857143,0.00184314968925159,0.857142857142857
57588.9,3,4,5,3,14,14,0.0700000000000001,1,288.34,115.577371541515,385,2,2,7,41.1914285714286,0.00500686764289646,2
57588.9,3,4,5,3,14,17,5.07,1,288.34,115.577371541515,387,2,2,7,41.1914285714286,0.00500686764289646,2.42857142857143
57588.9,3,4,5,3,10,16,1.07,1,288.34,115.577371541515,389,2,2,7,41.1914285714286,0.00500686764289646,2.28571428571429
57588.9,3,4,5,3,14,17,6.07,1,288.34,115.577371541515,390,2,2,7,41.1914285714286,0.00500686764289646,2.42857142857143
61695.68,1,4,2,3,0,4,5.77,3,654.6,101.182625651817,398,2,3,5,130.92,0.010610143206137,0.8
61695.68,1,4,2,3,0,1,9.77,3,654.6,101.182625651817,400,2,3,5,130.92,0.010610143206137,0.2
61695.68,1,4,2,3,0,1,5.77,8,654.6,101.182625651817,402,2,3,5,130.92,0.010610143206137,0.2
22251.84,4,2,6,3,13,7,11.6,1,310.58,46.0198031689431,253,2,3,6,51.7633333333333,0.0139574974474021,1.16666666666667
22251.84,4,2,6,3,16,7,6.6,1,310.58,46.0198031689431,254,3,3,6,51.7633333333333,0.0139574974474021,1.16666666666667
